"","title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short","scale.rating","cluster.labels"
"145","Batman Forever",1995,122,100000000,5.4,24025,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,1,0,-0.410727910294453,2
"146","Battle of Shaker Heights, The",2003,90,1000000,6,854,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0,0.0533129701402291,1
"147","Battlefield Earth: A Saga of the Year 3000",2000,119,73000000,2.4,14970,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,-2.73093231246786,2
"148","Be Cool",2005,118,53000000,5.5,4560,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0,-0.333387763555339,2
"149","Beach, The",2000,119,50000000,5.8,15020,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,-0.101367323337998,1
"150","Bean",1997,90,22000000,5.4,9018,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-0.410727910294453,2
"151","Beautiful",2000,112,9000000,5.3,991,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0,-0.488068057033567,2
"152","Beautiful Country, The",2004,137,6000000,6.9,115,14.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0,0.749374290792253,1
"153","Beautiful Mind, A",2001,135,60000000,7.8,43291,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"PG-13",0,0,0,1,0,0,0,1.44543561144428,1
"154","Beavis and Butt-Head Do America",1996,81,12000000,6.2,9491,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,1,1,0,0,0,0,0.207993263618457,1
"155","Because of Winn-Dixie",2005,106,14000000,5.9,483,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"PG",0,0,1,1,0,0,0,-0.0240271765988843,1
"156","Bedazzled",2000,93,48000000,5.9,11439,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-0.0240271765988843,1
"157","Before Sunset",2004,80,10000000,8.3,8789,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,0,1,0,1,0,1.83213634513984,1
"158","Behind Enemy Lines",2001,106,40000000,6.1,10856,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0,0.130653116879343,1
"159","Being Julia",2004,104,18000000,7.2,1671,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0,0.981394731009594,1
"160","Belly",1998,96,10000000,4.5,1034,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,-1.10678923094648,2
"161","Belly of the Beast",2003,91,18000000,4.2,638,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0,-1.33880967116382,2
"162","Beloved",1998,172,53000000,5.6,1934,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,-0.256047616816226,2
"163","Beowulf",1999,99,20000000,3.7,2058,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,-1.72551040485939,2
"164","Best Laid Plans",1999,92,7000000,6.3,1795,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.28533341035757,1
"165","Best in Show",2000,90,6000000,7.5,11790,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,14.5,"PG-13",0,0,1,0,0,0,0,1.21341517122693,1
"166","Better Luck Tomorrow",2002,98,250000,7.3,2697,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.05873487774871,1
"167","Beyond Borders",2003,127,35000000,5.4,1905,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,1,0,-0.410727910294453,2
"168","Beyond Rangoon",1995,100,23000000,6.4,1285,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,0.362673557096684,1
"169","Beyond Re-Animator",2003,96,3000000,6.1,908,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0,0.130653116879343,1
"170","Beyond the Mat",1999,108,500000,7.3,2243,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,0,1,0,0,1.05873487774871,1
"171","Beyond the Sea",2004,118,24000000,6.7,1051,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"PG-13",0,0,0,1,0,0,0,0.594693997314025,1
"172","Bicentennial Man",1999,132,100000000,6.2,8925,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG",0,0,0,1,0,1,0,0.207993263618457,1
"173","Big Bounce, The",2004,88,50000000,4.7,2505,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-0.952108937468249,2
"174","Big Brass Ring, The",1999,104,7000000,5.4,271,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,-0.410727910294453,2
"175","Big Bully",1996,90,15000000,4.2,781,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG",0,0,1,1,0,0,0,-1.33880967116382,2
"176","Big Daddy",1999,93,34200000,5.9,18258,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-0.0240271765988843,1
"177","Big Fat Liar",2002,88,15000000,5.5,2453,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-0.333387763555339,2
"178","Big Fish",2003,125,70000000,8.1,31525,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG-13",0,0,1,1,0,0,0,1.67745605166162,1
"179","Big Hit, The",1998,91,13000000,5.7,6206,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,1,0,0,0,0,-0.178707470077112,1
"180","Big Lebowski, The",1998,117,15000000,8,50179,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"R",0,0,1,0,0,0,0,1.6001159049225,1
"181","Big Momma's House",2000,98,30000000,4.7,7509,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-0.952108937468249,2
"182","Big Tease, The",1999,86,4000000,6.1,670,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,"R",0,0,1,0,0,0,0,0.130653116879343,1
"183","Big Trouble",2002,85,40000000,6.4,4088,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,0.362673557096684,1
"184","Bigger Than the Sky",2005,106,750000,7.3,32,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"PG-13",0,0,1,1,0,1,0,1.05873487774871,1
"185","Billy Elliot",2000,110,5000000,7.7,16725,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0,1.36809546470516,1
"186","Birth",2004,100,20000000,6,2600,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,1,0,0.0533129701402291,1
"187","Birthday Girl",2001,93,13000000,6.1,5340,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0,0.130653116879343,1
"188","Black Hawk Down",2001,142,90000000,7.6,32530,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0,1.29075531796605,1
"189","Black Knight",2001,95,50000000,4.1,3822,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-1.41614981790293,2
"190","Black and White",1999,98,10000000,5.2,1699,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0,-0.56540820377268,2
"191","Blacktop",2000,100,3500000,4.7,192,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0,-0.952108937468249,2
"192","Blade",1998,110,45000000,6.8,24372,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,0,0,0,0,0.672034144053138,1
"193","Blade II",2002,108,55000000,6.6,17139,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0,0.517353850574911,1
"194","Blade: Trinity",2004,124,65000000,5.7,7439,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0,-0.178707470077112,1
"195","Blair Witch Project, The",1999,86,35000,6.1,39814,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,0,0,0,0,0,0.130653116879343,1
"196","Blast from the Past",1999,112,35000000,6.4,9483,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,0.362673557096684,1
"197","Bless the Child",2000,107,40000000,5,3814,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.720088497250908,2
"198","Blind Horizon",2003,99,5100000,5.5,801,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0,-0.333387763555339,2
"199","Blood Work",2002,110,50000000,6.3,5965,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.28533341035757,1
"200","Blood and Wine",1996,101,26000000,6,2134,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.0533129701402291,1
"201","Blood, Guts, Bullets and Octane",1998,87,7300,5.3,285,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,1,0,0,0,0,-0.488068057033567,2
"202","Bloody Sunday",2002,107,5000000,7.6,2388,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.29075531796605,1
"203","Blow",2001,124,30000000,7.1,18670,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,0.904054584270479,1
"204","Blue Crush",2002,104,30000000,5.7,4791,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0,-0.178707470077112,1
"205","Blue Hill Avenue",2001,120,1200000,6.6,85,4.5,0,0,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,0,0,0.517353850574911,1
"206","Blues Brothers 2000",1998,123,28000000,4.5,5267,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-1.10678923094648,2
"207","Boat Trip",2002,97,20000000,4.5,2991,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0,-1.10678923094648,2
"208","Body of Influence 2",1996,87,1200000,3.4,44,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-1.95753084507673,2
"209","Bogus",1996,110,32000000,5,1007,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,1,0,0,0,-0.720088497250908,2
"210","Boiler Room",2000,118,9000000,6.8,8586,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.672034144053138,1
"211","Bon voyage",2003,115,20000000,7.2,1061,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,0,0,0.981394731009594,1
"212","Bone Collector, The",1999,118,48000000,6.2,17766,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.207993263618457,1
"213","Bone Snatcher, The",2003,96,6000000,4.1,400,14.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-1.41614981790293,2
"214","Bones",2001,96,16000000,4.2,1418,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0,-1.33880967116382,2
"215","Boogeyman",2005,89,20000000,4.1,2055,24.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,0,1,0,0,0,-1.41614981790293,2
"216","Boogie Nights",1997,156,15000000,7.6,27380,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.29075531796605,1
"217","Book of Mormon Movie, Volume 1: The Journey, The",2003,120,2000000,3.4,142,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,0,0,0,0,0,-1.95753084507673,2
"218","Book of Shadows: Blair Witch 2",2000,90,15000000,4.2,6532,14.5,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-1.33880967116382,2
"219","Boot, Das",1981,216,14000000,8.5,28920,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,34.5,"R",0,0,0,1,0,0,0,1.98681663861807,1
"220","Borrowers, The",1997,89,29000000,5.6,1457,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-0.256047616816226,2
"221","Bounce",2000,106,35000000,5.8,5390,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0,-0.101367323337998,1
"222","Bound",1996,109,4500000,7.5,11911,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,0,0,1,0,1.21341517122693,1
"223","Bourne Identity, The",2002,119,75000000,7.3,29871,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"PG-13",1,0,0,1,0,0,0,1.05873487774871,1
"224","Bourne Supremacy, The",2004,108,75000000,7.3,19878,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",1,0,0,1,0,0,0,1.05873487774871,1
"225","Bowfinger",1999,97,55000000,6.4,15000,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,0.362673557096684,1
"226","Bowling for Columbine",2002,120,4000000,8.5,36747,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,1,1,1,0,0,1.98681663861807,1
"227","Boys Don't Cry",1999,118,2000000,7.6,14456,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.29075531796605,1
"228","Boys and Girls",2000,94,16000000,4.9,3483,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,-0.797428643990021,2
"229","Brady Bunch Movie, The",1995,90,12000000,5.6,4636,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-0.256047616816226,2
"230","Braveheart",1995,177,53000000,8.3,92437,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",1,0,0,1,0,0,0,1.83213634513984,1
"231","Bravo Two Zero",1999,115,6500000,6.5,578,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,0,0,0,0,0.440013703835798,1
"232","Bread, My Sweet, The",2001,105,600000,6.8,257,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"PG-13",0,0,0,1,0,1,0,0.672034144053138,1
"233","Break Up",1998,100,9000000,5.1,393,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0,-0.642748350511794,2
"234","Breakdown",1997,95,36000000,6.7,7099,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",1,0,0,0,0,0,0,0.594693997314025,1
"235","Breakfast of Champions",1999,110,12000000,4.2,2250,14.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0,-1.33880967116382,2
"236","Breathing Room",1996,90,500000,4,39,14.5,14.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0,-1.49348996464204,2
"237","Breed, The",2001,91,4000000,4.7,582,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,-0.952108937468249,2
"238","Bride & Prejudice",2004,122,7000000,6.3,1503,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG-13",0,0,1,0,0,1,0,0.28533341035757,1
"239","Bride of Chucky",1998,89,25000000,5.2,4449,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0,-0.56540820377268,2
"240","Bride of the Wind",2001,99,12000000,5.2,201,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0,-0.56540820377268,2
"241","Bridge of Dragons",1999,95,4000000,3.7,373,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,1,0,-1.72551040485939,2
"242","Bridges of Madison County, The",1995,135,22000000,6.9,7633,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0,0.749374290792253,1
"243","Bridget Jones's Diary",2001,97,26000000,7,24791,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0,0.826714437531366,1
"244","Bridget Jones: The Edge of Reason",2004,108,70000000,5.7,6636,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0,-0.178707470077112,1
"245","Brigham City",2001,119,1000000,7.1,405,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG-13",0,0,0,1,0,0,0,0.904054584270479,1
"246","Bring It On",2000,98,10000000,6.1,11784,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,0.130653116879343,1
"247","Bringing Down the House",2003,105,35000000,5.6,6501,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-0.256047616816226,2
"248","Bringing Out the Dead",1999,121,32000000,6.7,13989,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,"R",0,0,0,1,0,0,0,0.594693997314025,1
"249","Broken Arrow",1996,108,65000000,5.7,14415,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0,-0.178707470077112,1
"250","Broken Vessels",1998,90,600000,6.1,223,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.130653116879343,1
"251","Brooklyn Bound",2004,90,70000,4.2,30,4.5,4.5,4.5,4.5,4.5,0,0,4.5,14.5,64.5,"R",0,0,0,1,0,0,0,-1.33880967116382,2
"252","Brother",2000,114,12000000,7.1,4322,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0,0.904054584270479,1
"253","Brother from Another Planet, The",1984,106,300000,6.7,1133,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0,0.594693997314025,1
"254","Brothers McMullen, The",1995,98,23800,6.4,2325,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0,0.362673557096684,1
"255","Brown Sugar",2002,109,8000000,5.9,941,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0,-0.0240271765988843,1
"256","Bruce Almighty",2003,101,81000000,6.4,23905,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,0.362673557096684,1
"257","Bruno",2000,108,10000000,6,295,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG-13",0,0,1,1,0,0,0,0.0533129701402291,1
"258","Brylcreem Boys, The",1998,106,6000000,6,199,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0,0.0533129701402291,1
"259","Bubba Ho-tep",2002,92,1000000,7.5,7142,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,0,0,0,0,1.21341517122693,1
"260","Bubble Boy",2001,84,13000000,5.1,2904,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0,-0.642748350511794,2
"261","Buffalo '66",1998,110,1500000,7.2,6652,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0,0.981394731009594,1
"262","Buffalo Soldiers",2001,98,15000000,7,3753,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0,0.826714437531366,1
"263","Bug Buster",1998,93,8500000,2.9,268,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,-2.3442315787723,2
"264","Bulletproof Monk",2003,104,52000000,5.2,5405,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,-0.56540820377268,2
"265","Burial Society, The",2002,94,1500000,6.5,52,4.5,4.5,4.5,0,4.5,24.5,24.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0,0.440013703835798,1
"266","But I'm a Cheerleader",1999,85,1200000,6.2,3897,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0,0.207993263618457,1
"267","Butterfly Effect, The",2004,120,13000000,7.6,22975,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0,1.29075531796605,1
"268","C'era una volta il West",1968,158,5000000,8.7,17241,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"PG-13",0,0,0,1,0,0,0,2.1414969320963,1
"269","CQ",2001,91,7000000,6.4,1315,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,"R",0,0,1,1,0,0,0,0.362673557096684,1
"270","Cabin Fever",2002,93,1500000,5.1,7776,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.642748350511794,2
"271","Cable Guy, The",1996,96,47000000,5.5,16266,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0,-0.333387763555339,2
"272","Cafe Society",1995,104,3500000,5.7,137,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,"R",0,0,0,1,0,0,0,-0.178707470077112,1
"273","Calling Bobcat",2000,91,230000,5,42,14.5,4.5,4.5,4.5,0,4.5,4.5,4.5,14.5,34.5,"R",0,0,0,0,0,0,0,-0.720088497250908,2
"274","Can't Be Heaven",2000,94,2000000,5.7,104,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"PG",0,0,1,1,0,1,0,-0.178707470077112,1
"275","Can't Hardly Wait",1998,101,10000000,6.2,8191,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0,0.207993263618457,1
"276","Cape Fear",1991,128,35000000,7.1,15585,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0,0.904054584270479,1
"277","Captain Corelli's Mandolin",2001,131,57000000,5.9,5281,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0,-0.0240271765988843,1
"278","Carandiru",2003,147,6000000,7.7,1608,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.36809546470516,1
"279","Carnival of Souls",1998,90,2000000,2.8,462,34.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-2.42157172551141,2
"280","Carpool",1996,89,17000000,4.5,829,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-1.10678923094648,2
"281","Casino",1995,176,52000000,7.8,27234,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0,1.44543561144428,1
"282","Casper",1995,100,55000000,5.6,8798,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-0.256047616816226,2
"283","Cast Away",2000,143,90000000,7.3,34580,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",0,0,0,1,0,0,0,1.05873487774871,1
"284","Cat in the Hat, The",2003,82,109000000,3.2,4997,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-2.11221113855495,2
"285","Catch Me If You Can",2002,141,52000000,7.6,39915,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,"PG-13",0,0,0,1,0,0,0,1.29075531796605,1
"286","Catch That Kid",2004,91,18000000,4.5,598,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"PG",1,0,1,0,0,0,0,-1.10678923094648,2
"287","Cats & Dogs",2001,87,60000000,5.4,6487,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-0.410727910294453,2
"288","Catwoman",2004,104,85000000,3.4,8815,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG-13",1,0,0,0,0,0,0,-1.95753084507673,2
"289","Cecil B. DeMented",2000,87,10000000,6,3464,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0,0.0533129701402291,1
