"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Beyond Borders",2003,127,35000000,5.4,1905,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,1,0
"Beyond Rangoon",1995,100,23000000,6.4,1285,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Beyond Re-Animator",2003,96,3000000,6.1,908,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Beyond the Mat",1999,108,500000,7.3,2243,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,0,1,0,0
"Beyond the Sea",2004,118,24000000,6.7,1051,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"PG-13",0,0,0,1,0,0,0
"Bicentennial Man",1999,132,100000000,6.2,8925,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG",0,0,0,1,0,1,0
"Big Bounce, The",2004,88,50000000,4.7,2505,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Big Brass Ring, The",1999,104,7000000,5.4,271,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Big Bully",1996,90,15000000,4.2,781,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG",0,0,1,1,0,0,0
"Big Daddy",1999,93,34200000,5.9,18258,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Big Fat Liar",2002,88,15000000,5.5,2453,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Big Fish",2003,125,70000000,8.1,31525,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG-13",0,0,1,1,0,0,0
"Big Hit, The",1998,91,13000000,5.7,6206,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,1,0,0,0,0
"Big Lebowski, The",1998,117,15000000,8,50179,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"R",0,0,1,0,0,0,0
"Big Momma's House",2000,98,30000000,4.7,7509,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Big Tease, The",1999,86,4000000,6.1,670,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,"R",0,0,1,0,0,0,0
"Big Trouble",2002,85,40000000,6.4,4088,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Bigger Than the Sky",2005,106,750000,7.3,32,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"PG-13",0,0,1,1,0,1,0
"Billy Elliot",2000,110,5000000,7.7,16725,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Birth",2004,100,20000000,6,2600,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,1,0
"Birthday Girl",2001,93,13000000,6.1,5340,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Black Hawk Down",2001,142,90000000,7.6,32530,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0
"Black Knight",2001,95,50000000,4.1,3822,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Black and White",1999,98,10000000,5.2,1699,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Blacktop",2000,100,3500000,4.7,192,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Blade",1998,110,45000000,6.8,24372,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,0,0,0,0
"Blade II",2002,108,55000000,6.6,17139,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Blade: Trinity",2004,124,65000000,5.7,7439,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Blair Witch Project, The",1999,86,35000,6.1,39814,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Blast from the Past",1999,112,35000000,6.4,9483,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Bless the Child",2000,107,40000000,5,3814,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Blind Horizon",2003,99,5100000,5.5,801,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Blood Work",2002,110,50000000,6.3,5965,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Blood and Wine",1996,101,26000000,6,2134,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Blood, Guts, Bullets and Octane",1998,87,7300,5.3,285,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,1,0,0,0,0
"Bloody Sunday",2002,107,5000000,7.6,2388,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Blow",2001,124,30000000,7.1,18670,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Blue Crush",2002,104,30000000,5.7,4791,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0
"Blue Hill Avenue",2001,120,1200000,6.6,85,4.5,0,0,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Blues Brothers 2000",1998,123,28000000,4.5,5267,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Boat Trip",2002,97,20000000,4.5,2991,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Body of Influence 2",1996,87,1200000,3.4,44,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Bogus",1996,110,32000000,5,1007,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,1,0,0,0
"Boiler Room",2000,118,9000000,6.8,8586,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Bon voyage",2003,115,20000000,7.2,1061,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,0,0
"Bone Collector, The",1999,118,48000000,6.2,17766,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Bone Snatcher, The",2003,96,6000000,4.1,400,14.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Bones",2001,96,16000000,4.2,1418,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Boogeyman",2005,89,20000000,4.1,2055,24.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,0,1,0,0,0
"Boogie Nights",1997,156,15000000,7.6,27380,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Book of Mormon Movie, Volume 1: The Journey, The",2003,120,2000000,3.4,142,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,0,0,0,0,0
"Book of Shadows: Blair Witch 2",2000,90,15000000,4.2,6532,14.5,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Boot, Das",1981,216,14000000,8.5,28920,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,34.5,"R",0,0,0,1,0,0,0
"Borrowers, The",1997,89,29000000,5.6,1457,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Bounce",2000,106,35000000,5.8,5390,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0
"Bound",1996,109,4500000,7.5,11911,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,0,0,1,0
"Bourne Identity, The",2002,119,75000000,7.3,29871,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"PG-13",1,0,0,1,0,0,0
"Bourne Supremacy, The",2004,108,75000000,7.3,19878,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",1,0,0,1,0,0,0
"Bowfinger",1999,97,55000000,6.4,15000,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Bowling for Columbine",2002,120,4000000,8.5,36747,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,1,1,1,0,0
"Boys Don't Cry",1999,118,2000000,7.6,14456,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Boys and Girls",2000,94,16000000,4.9,3483,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Brady Bunch Movie, The",1995,90,12000000,5.6,4636,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Braveheart",1995,177,53000000,8.3,92437,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",1,0,0,1,0,0,0
"Bravo Two Zero",1999,115,6500000,6.5,578,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,0,0,0,0
"Bread, My Sweet, The",2001,105,600000,6.8,257,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"PG-13",0,0,0,1,0,1,0
"Break Up",1998,100,9000000,5.1,393,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Breakdown",1997,95,36000000,6.7,7099,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Breakfast of Champions",1999,110,12000000,4.2,2250,14.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Breathing Room",1996,90,500000,4,39,14.5,14.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Breed, The",2001,91,4000000,4.7,582,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Bride & Prejudice",2004,122,7000000,6.3,1503,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG-13",0,0,1,0,0,1,0
"Bride of Chucky",1998,89,25000000,5.2,4449,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Bride of the Wind",2001,99,12000000,5.2,201,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Bridge of Dragons",1999,95,4000000,3.7,373,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,1,0
"Bridges of Madison County, The",1995,135,22000000,6.9,7633,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0
"Bridget Jones's Diary",2001,97,26000000,7,24791,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0
"Bridget Jones: The Edge of Reason",2004,108,70000000,5.7,6636,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0
"Brigham City",2001,119,1000000,7.1,405,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG-13",0,0,0,1,0,0,0
"Bring It On",2000,98,10000000,6.1,11784,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Bringing Down the House",2003,105,35000000,5.6,6501,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Bringing Out the Dead",1999,121,32000000,6.7,13989,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Broken Arrow",1996,108,65000000,5.7,14415,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Broken Vessels",1998,90,600000,6.1,223,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Brooklyn Bound",2004,90,70000,4.2,30,4.5,4.5,4.5,4.5,4.5,0,0,4.5,14.5,64.5,"R",0,0,0,1,0,0,0
"Brother",2000,114,12000000,7.1,4322,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Brother from Another Planet, The",1984,106,300000,6.7,1133,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Brothers McMullen, The",1995,98,23800,6.4,2325,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0
"Brown Sugar",2002,109,8000000,5.9,941,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0
"Bruce Almighty",2003,101,81000000,6.4,23905,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Bruno",2000,108,10000000,6,295,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG-13",0,0,1,1,0,0,0
"Brylcreem Boys, The",1998,106,6000000,6,199,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0
"Bubba Ho-tep",2002,92,1000000,7.5,7142,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,0,0,0,0
"Bubble Boy",2001,84,13000000,5.1,2904,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0
"Buffalo '66",1998,110,1500000,7.2,6652,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0
"Buffalo Soldiers",2001,98,15000000,7,3753,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Bug Buster",1998,93,8500000,2.9,268,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Bulletproof Monk",2003,104,52000000,5.2,5405,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Burial Society, The",2002,94,1500000,6.5,52,4.5,4.5,4.5,0,4.5,24.5,24.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"But I'm a Cheerleader",1999,85,1200000,6.2,3897,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0
"Butterfly Effect, The",2004,120,13000000,7.6,22975,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0
"C'era una volta il West",1968,158,5000000,8.7,17241,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"PG-13",0,0,0,1,0,0,0
"CQ",2001,91,7000000,6.4,1315,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,"R",0,0,1,1,0,0,0
"Cabin Fever",2002,93,1500000,5.1,7776,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Cable Guy, The",1996,96,47000000,5.5,16266,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Cafe Society",1995,104,3500000,5.7,137,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Calling Bobcat",2000,91,230000,5,42,14.5,4.5,4.5,4.5,0,4.5,4.5,4.5,14.5,34.5,"R",0,0,0,0,0,0,0
"Can't Be Heaven",2000,94,2000000,5.7,104,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"PG",0,0,1,1,0,1,0
"Can't Hardly Wait",1998,101,10000000,6.2,8191,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0
"Cape Fear",1991,128,35000000,7.1,15585,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Captain Corelli's Mandolin",2001,131,57000000,5.9,5281,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Carandiru",2003,147,6000000,7.7,1608,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Carnival of Souls",1998,90,2000000,2.8,462,34.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Carpool",1996,89,17000000,4.5,829,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Casino",1995,176,52000000,7.8,27234,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Casper",1995,100,55000000,5.6,8798,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Cast Away",2000,143,90000000,7.3,34580,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",0,0,0,1,0,0,0
"Cat in the Hat, The",2003,82,109000000,3.2,4997,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Catch Me If You Can",2002,141,52000000,7.6,39915,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,"PG-13",0,0,0,1,0,0,0
"Catch That Kid",2004,91,18000000,4.5,598,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"PG",1,0,1,0,0,0,0
"Cats & Dogs",2001,87,60000000,5.4,6487,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Catwoman",2004,104,85000000,3.4,8815,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG-13",1,0,0,0,0,0,0
"Cecil B. DeMented",2000,87,10000000,6,3464,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Celebrity",1998,113,12000000,6.1,4820,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Cell, The",2000,109,33000000,6.1,16118,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Cellular",2004,94,25000000,6.4,6182,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Chain Reaction",1996,106,55000000,5.1,5936,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Chain of Fools",2000,96,20000000,6.1,845,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Chairman of the Board",1998,95,10000000,2.6,666,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Chamber, The",1996,113,50000000,5.7,2540,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Changing Habits",1997,95,1200000,5.5,134,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Changing Lanes",2002,99,45000000,6.6,12779,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Charlie",2004,94,5000000,5,141,14.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Charlie's Angels",2000,94,92000000,5.8,25705,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Charlie's Angels: Full Throttle",2003,107,120000000,5,13990,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Charlotte Sometimes",2002,85,80000,4.6,555,24.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,"R",0,0,0,1,0,0,0
"Charly",2002,103,950000,5.5,149,4.5,4.5,4.5,0,4.5,4.5,14.5,14.5,14.5,44.5,"PG",0,0,1,1,0,1,0
"Chasing Amy",1997,111,250000,7.6,32141,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,1,0
"Chasing Liberty",2004,111,23000000,5.7,1911,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0
"Cheaper by the Dozen",2003,98,40000000,5.8,5977,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"PG",0,0,1,1,0,0,0
"Cherish",2002,99,1500000,6.5,743,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Cherry Falls",2000,92,14000000,4.9,2165,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Chicago",2002,113,45000000,7.5,34933,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG-13",0,0,1,1,0,0,0
"Children On Their Birthdays",2002,102,10000000,6,163,24.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"PG",0,0,0,1,0,0,0
"Chill Factor",1999,101,34000000,5,2542,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,1,0,0,0,0
"Chopin. Pragnienie milosci",2002,134,3500000,4,55,4.5,14.5,4.5,14.5,4.5,14.5,14.5,4.5,0,14.5,"R",0,0,0,1,0,1,0
"Christmas with the Kranks",2004,98,60000000,4.5,1520,14.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Chronicles of Riddick, The",2004,135,110000000,6.2,11438,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",1,0,0,0,0,0,0
"Chuck&Buck",2000,96,250000,6.6,1919,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Ciao America",2002,100,5000000,4.8,27,14.5,4.5,0,4.5,14.5,4.5,0,4.5,14.5,44.5,"R",0,0,1,1,0,1,0
"Cidade de Deus",2002,135,3300000,8.7,25964,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",0,0,0,1,0,0,0
"Cider House Rules, The",1999,126,24000000,7.5,18950,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0
"Cinderella Story, A",2004,95,20000000,4.9,2755,14.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,"PG",0,0,1,0,0,1,0
"Citizen Verdict",2003,97,10000000,4.8,58,14.5,0,4.5,24.5,14.5,4.5,4.5,4.5,14.5,14.5,"R",0,0,0,0,0,0,0
"City Hall",1996,111,40000000,6.1,4381,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"City by the Sea",2002,108,60000000,6.3,4886,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"City of Angels",1998,114,55000000,6.2,15333,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0
"City of Ghosts",2002,116,17500000,5.6,877,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Civil Action, A",1998,112,60000000,6.4,6847,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Civil Brand",2002,95,500000,4.1,102,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Claudine's Return",1998,91,2000000,3.8,80,24.5,14.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,1,0
"Claustrophobia",2003,79,114000,4.2,90,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,"R",0,0,1,0,0,0,0
"Clay Pigeons",1998,104,8000000,6.4,2658,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Clerks.",1994,92,230000,7.9,39927,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"R",0,0,1,1,0,0,0
"Climb, The",2002,98,2500000,5.2,83,4.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,4.5,24.5,"PG",1,0,0,1,0,0,0
"Clockers",1995,129,25000000,6.8,3099,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Clockstoppers",2002,94,26000000,5.1,2555,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,0,0,0,0,0
"Club Dread",2004,119,9000000,5.2,3432,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
